Setting,Seed,Modes,Major-Modes,Minor-Modes,HQS,Real-KL,Real-RKL,Real-JSD,Real-TVD,Uniform-KL,Uniform-RKL,Uniform-JSD,Uniform-TVD
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1.2-epoch_step-400,101,6,6.0,0.0,0.97868,2.156234111025026,0.7467112370774515,0.21854111040005456,0.4959213051823417,2.156234111025026,0.7467112370774515,0.21854111040005456,0.4959213051823417
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.9-g_alpha-1-epoch_step-400,103,8,8.0,0.0,0.9744,1.6463896581197486,0.6830527359618219,0.20124724829229712,0.49008317338451696,1.6463896581197486,0.6830527359618219,0.20124724829229712,0.49008317338451696
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-1-g_alpha-1.2-epoch_step-400,102,8,8.0,0.0,0.95292,2.921558814014795,1.5284080450094593,0.37745812443693993,0.7391234804862444,2.921558814014795,1.5284080450094593,0.37745812443693993,0.7391234804862444
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1-epoch_step-400,103,5,5.0,0.0,0.93556,2.730897140336567,0.47946998941846075,0.1533443717247971,0.37488003838771594,2.730897140336567,0.47946998941846075,0.1533443717247971,0.37488003838771594
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.6-g_alpha-1-epoch_step-400,102,7,7.0,0.0,0.97524,1.2131520909239808,0.28763561538385674,0.09106510239296503,0.2449616122840691,1.2131520909239808,0.28763561538385674,0.09106510239296503,0.2449616122840691
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1-epoch_step-400,103,6,6.0,0.0,0.97232,2.477849728036707,0.9555994368000112,0.27479211164798784,0.6176423544465771,2.477849728036707,0.9555994368000112,0.27479211164798784,0.6176423544465771
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1.2-epoch_step-400,102,4,4.0,0.0,0.98164,4.047735547159429,0.9565695846728921,0.2797103172967522,0.6192018554062699,4.047735547159429,0.9565695846728921,0.2797103172967522,0.6192018554062699
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.8-g_alpha-1.2-epoch_step-400,101,5,5.0,0.0,0.9594,2.106658750787843,0.6799990178415027,0.2070073025056025,0.49584133077415227,2.106658750787843,0.6799990178415027,0.2070073025056025,0.49584133077415227
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.5-g_alpha-1.2-epoch_step-400,103,6,6.0,0.0,0.91336,2.852933753523406,0.7138216181329563,0.2151197141788238,0.4975207933461292,2.852933753523406,0.7138216181329563,0.2151197141788238,0.4975207933461292
-major_weight-1-dataset-polar-non_saturating-d_layers-4-g_layers-4-d_alpha-0.7-g_alpha-1.2-epoch_step-400,101,5,5.0,0.0,0.98736,2.4223491997785627,0.9390755986276059,0.2722194603691818,0.617642354446577,2.4223491997785627,0.9390755986276059,0.2722194603691818,0.617642354446577
