Setting,Seed,Modes,High-Quality Samples,Reverse KL
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,12,0.2315,0.39667877310132466
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,8,0.3,0.34742005709549395
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,14,0.2875,0.1980690832314333
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,7,0.131,0.45742520083212074
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,7,0.2265,0.5766905283672726
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,12,0.23,0.344286626754865
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,11,0.324,0.47750434433036376
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,7,0.345,0.7856400607660761
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,8,0.2765,0.7139765960934117
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,5,0.2305,0.9828050357414116
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,5,0.076,0.7068312937166147
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,4,0.135,0.3167111671286497
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,8,0.245,0.4188280106501677
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,5,0.2165,0.523748206281851
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,6,0.188,0.42426854682137477
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,11,0.337,0.30675405107248205
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,7,0.2125,0.5483542363469651
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,6,0.225,0.6344817448507852
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,14,0.2605,0.20260772221918188
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,11,0.256,0.33896612949729926
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,4,0.168,0.7023282576954388
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,13,0.3915,0.25866378024445214
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,6,0.1085,0.6990515936090538
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,10,0.2605,0.4138819942676457
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,1,8,0.2635,0.5744219272925369
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,3,9,0.2135,0.34859420104025857
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,5,10,0.245,0.49583857561249145
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,2,10,0.3315,0.5003718507195309
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,6,8,0.2525,0.46368269457372197
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,4,5,0.1805,0.563366638794889
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,8,5,0.2185,0.5962076405232584
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,7,13,0.345,0.3507346377428229
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,9,0.216,0.41162885960227463
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,10,6,0.153,0.4553833639769088
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,12,7,0.1975,0.5102409378096264
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,11,4,0.1245,0.5068083997290025
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,13,3,0.113,0.6935517144872801
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,9,10,0.245,0.38300045308102243
alpha-2.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,6,0.195,0.7375846784181807
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,16,6,0.258,0.6017221391424199
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,18,6,0.1895,0.6459786067909445
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,19,9,0.203,0.42222113392161964
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,15,11,0.284,0.29991862444566847
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,1,7,0.253,0.4001957732393326
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,20,11,0.3025,0.3907979314130982
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,3,4,0.1525,0.6468365240036422
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,2,4,0.191,0.8431531901753726
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,14,5,0.067,0.717414925149342
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,4,11,0.26,0.3870624844155203
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,5,4,0.2045,0.6913795352116988
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,6,15,0.262,0.2728743429664909
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,8,7,0.225,0.45421548408527673
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,10,4,0.1575,0.4677441459054138
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,9,6,0.2625,0.5172497367255675
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,7,7,0.1655,0.3929304198355815
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,12,5,0.118,0.353449343383937
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,13,8,0.2505,0.6162050698514364
alpha-0.8_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,17,6,0.162,0.39239602264958334
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,15,4,0.138,0.6946197140847685
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,14,4,0.0975,0.4574437183596638
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,16,6,0.2045,0.24704372057888074
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,11,2,0.0565,0.6286936926115011
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,19,8,0.292,0.5819772971589723
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,2,6,0.3195,0.8357406701425272
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,1,6,0.1315,0.7036281387891545
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,20,9,0.248,0.4436975153440446
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,18,5,0.2085,0.6487769151550777
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,4,4,0.208,0.9315008143449328
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,3,5,0.2135,0.4763260931113446
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,5,5,0.188,0.6340286365947819
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,7,4,0.115,0.4739309615400147
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,8,7,0.1485,0.5860731797092436
alpha-0.9_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,17,5,0.176,0.35998988306946145
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,13,5,0.234,0.7039476298222689
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,11,6,0.1915,0.6974997238440557
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,14,6,0.1465,0.44469431448294844
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,12,5,0.142,0.7576741573615586
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,9,6,0.147,0.7643284660322022
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,10,3,0.2835,0.7122557781675722
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,6,8,0.221,0.4330762745035375
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,15,2,0.029,0.7337181728565183
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,17,2,0.1335,0.6215875006942483
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,18,10,0.238,0.46790244286049076
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,19,5,0.1675,0.4482331281935214
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,16,3,0.176,0.513655118479288
alpha-1.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,20,4,0.156,1.010066490298621
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,5,3,0.0765,0.5547763163329202
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,1,6,0.1485,0.4294096550807898
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,2,7,0.2315,0.4945516386378214
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,6,7,0.1275,0.3772872222827544
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,3,5,0.0975,0.30821059687303
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,8,8,0.361,0.8779867655605867
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,9,5,0.236,0.7265835107339764
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,4,9,0.185,0.15661350065094232
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,10,2,0.0315,0.7290138326248571
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,7,11,0.2415,0.2874384761478998
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,12,6,0.2045,0.7488178308052609
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,13,3,0.103,0.5169169489044292
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,14,5,0.1955,0.5385123734519865
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,15,10,0.3635,0.5781179048468174
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,16,6,0.18,0.6087135725589093
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,17,9,0.1425,0.5937222778950506
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,19,7,0.2935,0.5555474660112821
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,1,7,0.191,0.43781783794156764
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,20,8,0.3375,0.6931732659324751
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,11,5,0.247,0.7615564202794081
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,2,7,0.2835,0.6025726491915252
alpha-1.1_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,18,4,0.067,0.6826877906407615
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,5,4,0.0995,0.47383787971090463
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,6,5,0.156,0.5046630567000349
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,8,5,0.1225,0.5572152594324525
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,7,5,0.107,0.49023434283889655
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,10,5,0.1295,0.5227207965619036
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,11,5,0.2385,0.8568274917538012
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,12,7,0.2005,0.4454404608614324
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,9,8,0.194,0.5142628043881989
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,13,7,0.2595,0.7366098864048709
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,14,4,0.148,0.6196987836406805
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,4,3,0.032,0.5737687834243479
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,15,4,0.129,0.7237991287044359
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,16,5,0.1655,0.6540876579178644
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,18,8,0.1375,0.465579208644233
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,17,6,0.1695,0.7788599955127051
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,3,8,0.274,0.7254982422296377
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,19,5,0.156,0.8635555847588355
alpha-1.2_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,20,2,0.0765,0.865886714641666
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,1,4,0.0465,0.6708851918542501
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,2,7,0.25,0.5167477349001035
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,3,3,0.0315,0.7338986583194657
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,5,2,0.112,0.7268037543108165
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,8,5,0.24,0.7243058719568248
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,7,4,0.099,0.6283858170867338
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,11,4,0.135,0.6328788681980013
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,12,4,0.132,0.4784655543505513
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,9,6,0.119,0.3983156519025532
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,10,6,0.234,0.4932221533262657
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,15,4,0.1005,0.35812983988219516
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,4,2,0.1185,0.8960210251791787
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,14,7,0.109,0.3881724680472915
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,13,3,0.319,0.828534449591773
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,16,5,0.125,0.5209864953430108
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,18,2,0.1665,0.6373667745863936
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,19,8,0.2505,0.7359819354450005
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,6,6,0.211,0.7745738940464464
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,20,5,0.0925,0.6208303197942395
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,3,8,0.123,0.38927560315374504
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,1,6,0.1685,0.5927916289803895
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,5,6,0.225,0.8376321814106318
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,4,5,0.164,0.4513609091879547
alpha-1.5_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,17,7,0.208,0.5876519164420073
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,6,2,0.079,0.8226295653051905
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,7,2,0.3365,0.6373308907089762
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,9,6,0.252,0.7090004528894331
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,13,2,0.3005,0.9591744619734275
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,12,5,0.155,0.5778863126200283
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,8,4,0.0985,0.668271857008489
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,11,3,0.0445,0.6574921577123494
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,10,5,0.108,0.7203811751469368
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,15,4,0.121,0.6264895530125056
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,14,5,0.1725,0.3997880290070349
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,2,1,0.248,0.7886036586551058
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,17,8,0.2065,0.5093071395353261
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,18,5,0.184,0.7214211369136025
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,20,3,0.0245,1.0234574069926878
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,15,0.3515,0.23040070256687026
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,19,7,0.116,0.8101428115811767
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,12,0.4145,0.37986326419827177
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,7,0.1215,0.40432359683072133
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,18,0.355,0.2016055640026922
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,5,0.21,0.5432149909385862
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,12,0.257,0.37072250724786787
alpha-2.0_dlayers-1_glayers-4_dwidth-50_gwidth-400_dlr-0.0001_glr-0.0001_,16,6,0.2665,0.6194209899781883
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,12,0.324,0.4091802729775875
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,8,0.1885,0.4718808465205237
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,8,0.309,0.5609023357691847
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,13,0.391,0.4723853228508803
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,11,0.298,0.17226210442163886
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,12,0.352,0.1898279486307276
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,6,0.1625,0.3366340509581069
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,11,0.3485,0.43005546892323454
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,19,0.4285,0.15551291671153375
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,10,0.3525,0.41604846059656847
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,12,0.34,0.40238451879886816
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,7,0.261,0.5638395323574444
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,10,0.248,0.5007988991824565
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,13,0.311,0.23684348519170872
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,10,0.1885,0.20591868615384504
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,10,0.206,0.2677325973509771
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,10,0.19,0.4381897943093665
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,14,0.3225,0.28095083461409814
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,10,0.3805,0.4768893836740393
alpha-0.8_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,11,0.324,0.5305826135369194
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,9,0.2525,0.6050361186965532
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,15,0.3665,0.19419361521315687
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,12,0.348,0.33505088826183127
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,11,0.285,0.35184401869992915
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,3,0.129,0.6378890770155251
alpha-0.9_dlayers-1_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,17,0.3435,0.19952433716615647
