Setting,Seed,Modes,High-Quality Samples,Reverse KL
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,18,0.3865,0.07835027679387187
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,8,0.237,0.5859596357543108
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,14,0.3095,0.3007862059601879
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,7,0.172,0.48513360893268714
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,11,0.2885,0.35042401018897446
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,6,0.22,0.709357139341044
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,8,0.3935,0.5270192052873941
alpha-1.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,9,0.2805,0.3410171702563423
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,8,0.266,0.5817651484827286
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,5,0.14,0.4573402829376035
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,6,0.202,0.5261781924006577
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,7,0.284,0.5789486932810834
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,10,0.3075,0.36883727389847265
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,12,0.3405,0.2605619683876357
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,8,0.251,0.4339377581559936
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,10,0.2985,0.5119192695554706
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,14,0.326,0.41417873402662314
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,11,0.217,0.28523290506149834
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,10,0.3195,0.341742905547452
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,6,0.161,0.4230016252790444
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,13,0.3505,0.09376173078714557
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,9,0.253,0.7478101919499099
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,9,0.235,0.4344530657745344
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,6,0.339,0.7260842283277583
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,9,0.2655,0.3167396024116802
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,12,0.2995,0.3245586194860408
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,10,0.191,0.4125791191524416
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,10,0.26,0.37616724350019526
alpha-1.1_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,6,0.2635,0.599328694237911
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,8,0.192,0.6956661204947849
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,4,0.1445,0.419783976943859
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,12,0.376,0.4380154321445972
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,5,0.211,0.5508303955468553
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,8,0.209,0.4040474344083751
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,8,0.321,0.44099688022804695
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,9,0.2835,0.4530027847988611
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,7,0.1755,0.3844953021749462
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,13,0.3235,0.243689562030412
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,8,0.217,0.5751084208534871
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,19,0.502,0.11360707828997109
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,14,0.4145,0.23659029431370124
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,3,0.205,0.8675140141693822
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,6,0.2075,0.4786880692657656
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,6,0.1515,0.8975683131311905
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,6,0.234,0.6754712031677886
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,9,0.24,0.32958764749489877
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,3,0.2365,0.7473805066302921
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,5,0.162,0.4653192373285786
alpha-1.2_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,10,0.1735,0.4583791851266882
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,7,0.245,0.8152846223248411
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,9,0.236,0.3901148192366217
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,7,0.208,0.6412237725261316
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,5,0.127,0.6265242087714927
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,9,0.2,0.36217551230191214
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,12,0.255,0.40085310198772534
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,10,0.279,0.5320069093292998
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,7,0.262,0.6104049666677461
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,8,0.1815,0.45442488411031046
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,10,0.183,0.27742244276393496
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,9,0.304,0.7239636968134062
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,9,0.2025,0.442963473788708
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,5,0.258,0.6365389857169718
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,6,0.2285,0.5531078429638038
alpha-1.5_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,7,0.192,0.7117087774515267
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,1,5,0.1805,0.734322992739739
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,2,5,0.1045,0.6583458829891942
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,3,5,0.2095,0.6364701942116199
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,7,6,0.263,0.679132091700188
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,11,6,0.1175,0.47725108209593714
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,8,11,0.3025,0.46428302610353644
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,6,6,0.134,0.6114003078808807
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,10,4,0.221,0.4190007903922263
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,12,6,0.399,1.0388842469264752
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,9,6,0.158,0.3727781801972021
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,5,5,0.204,0.676578300572422
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,4,6,0.194,0.4668843040763574
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,14,7,0.169,0.3662651154836705
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,15,8,0.183,0.31046617473065347
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,16,8,0.2165,0.7724399627861513
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,18,4,0.252,0.45858750761924577
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,20,7,0.176,0.6320396097425866
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,13,4,0.2695,0.9099087501942955
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,19,4,0.1095,0.6359158225267284
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,20,0.4365,0.017328877884453725
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,22,0.52,0.056088747875536776
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,11,0.262,0.4607958696828891
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,12,0.386,0.3735851427595512
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,13,0.3095,0.2438389084103968
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,19,0.4235,0.07358615502265801
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,17,0.4135,0.1560286844573013
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,16,0.3505,0.11448058892585714
alpha-2.0_dlayers-0_glayers-4_dwidth-100_gwidth-400_dlr-0.0001_glr-0.0001_,17,7,0.3145,0.5072720931733846
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,19,0.425,0.060967795972353266
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,12,0.2995,0.3233767325747861
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,18,0.414,0.12430409687038074
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,19,0.5395,0.16772642184267658
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,16,0.4025,0.17510092956375065
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,11,0.5065,0.4633824236083366
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,20,0.423,0.011475948174319163
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,21,0.5725,0.11183224618723558
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,17,0.5035,0.2190777980722924
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,21,0.5485,0.09305260837612354
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,21,0.609,0.10796818592678738
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,24,0.5635,0.04597920516625417
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,22,0.5345,0.09612546763631444
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,10,0.318,0.558531339749908
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,13,0.303,0.15483656989449712
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,13,0.3665,0.3625427580398054
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,10,0.192,0.4788241159264338
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,16,0.327,0.1798287001575298
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,11,0.298,0.10030226133435785
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,23,0.4885,0.05343547756081851
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,19,0.444,0.14142527269226488
alpha-0.8_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,17,0.464,0.2900760106361211
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,16,0.3485,0.1544810824338462
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,12,0.298,0.17714622827797322
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,11,0.2425,0.08330229083342366
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,10,0.3345,0.5822988595308496
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,18,0.4185,0.05845485876114133
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,18,0.423,0.12446252268120955
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,15,0.264,0.22920711470009034
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,9,0.1515,0.3370173041630334
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,11,0.251,0.3427455026423384
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,17,0.424,0.07930822374159298
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,10,0.2215,0.24658293471320986
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,12,0.394,0.3821997950174574
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,10,0.3405,0.42802971559959413
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,9,0.2585,0.33520614364461176
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,20,0.395,0.06730494097860004
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,21,0.443,0.0832044895260818
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,12,0.459,0.31586488066481566
alpha-0.9_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,12,0.518,0.6545867015721469
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,11,0.4305,0.34207684358111545
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,20,0.451,0.01732922305329262
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,13,0.359,0.32177899506829755
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,19,0.3965,0.04560072401233226
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,23,0.5615,0.07447677588787076
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,19,0.4895,0.1448102767438356
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,7,0.3015,0.5210405371951737
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,15,0.426,0.25522586757555293
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,10,0.3075,0.4879288085782972
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,19,0.539,0.0175432456787702
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,18,0.385,0.16241137108002543
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,12,0.3,0.29194284856409175
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,12,0.2755,0.4337383181567962
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,8,0.267,0.46028967009901495
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,8,0.42,0.5464209307022991
alpha-1.0_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,24,0.526,0.04911336491808283
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,17,0.2905,0.1614087619704455
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,8,0.1905,0.28823871649791033
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,9,0.3275,0.5018465130986295
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,12,0.2145,0.277565305006147
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,19,0.537,0.19224308154387415
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,22,0.624,0.1227424097792405
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,19,0.4005,0.2186574647703919
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,19,0.3595,0.08053828949257166
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,14,0.3385,0.21048648113216398
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,12,0.279,0.251992665130081
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,18,0.463,0.15347602231969093
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,12,0.38,0.3474120698503138
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,9,0.283,0.5128344229303737
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,8,0.328,0.8399934467304757
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,6,0.1585,0.382993241252613
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,16,0.48,0.256570694338165
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,6,0.195,0.6775591933658115
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,17,0.4405,0.2536397390228029
alpha-1.1_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,8,0.2945,0.4639063486674878
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,8,0.2775,0.41459623874536666
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,9,0.2805,0.6051854810420579
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,6,10,0.365,0.4563409331849127
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,14,0.4075,0.32905873309521
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,11,0.3175,0.530650977962805
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,12,0.3365,0.20830886963799186
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,13,0.3395,0.39526315882559165
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,10,0.372,0.521414895867162
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,16,0.3155,0.19478219237399624
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,20,0.361,0.09365411580353293
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,13,0.2555,0.25747429612560807
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,18,7,0.344,0.5585208201004147
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,16,22,0.597,0.06751700054558166
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,17,19,0.325,0.039659448256466556
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,17,0.3255,0.22225497516069045
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,1,19,0.444,0.18642630253727394
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,19,16,0.3745,0.1886881870136393
alpha-1.2_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,20,8,0.2675,0.39901234235686983
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,2,6,0.279,0.7647796087190447
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,5,6,0.243,0.8102311420831617
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,3,11,0.2755,0.21380450161077552
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,4,5,0.1525,0.633887460015913
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,8,6,0.272,1.0402457930148163
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,9,7,0.19,0.34479258080219827
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,11,10,0.3185,0.44746766401832566
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,10,17,0.4035,0.16750946216592083
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,12,16,0.407,0.23801944124356497
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,13,9,0.375,0.6809310474449946
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,15,19,0.3925,0.09185160045206053
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,7,9,0.331,0.58078570127026
alpha-1.5_dlayers-0_glayers-4_dwidth-150_gwidth-400_dlr-0.0001_glr-0.0001_,14,21,0.4705,0.14960769905778956
