Setting,Seed,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10
-non_saturating-n_epochs-50-d_alpha-0.85,83,7,6,6,5,7,6,6,5,6,5,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,81,602,442,368,288,576,425,351,265,514,359,306,222,441,298,242,169,376,226,181,124,302,172,130,83,238,118,89,58,170,82,60,39,106,49,37,18,40,14,8,1
-non_saturating-n_epochs-50-d_alpha-0.9,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,82,790,595,495,378,769,576,479,362,679,490,407,296,578,391,320,212,485,302,236,155,400,225,169,105,309,161,108,53,231,93,50,22,133,43,16,9,45,4,2,1
-non_saturating-n_epochs-50-d_alpha-1,82,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,83,5,4,4,3,5,4,4,3,4,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,83,6,6,6,6,6,5,5,4,3,3,3,3,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,84,598,433,359,260,553,390,323,237,459,300,243,176,367,229,177,120,268,155,124,77,208,105,83,48,135,69,51,25,79,32,24,10,43,11,6,2,8,1,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,84,646,466,393,300,577,427,358,276,458,326,278,202,361,256,194,134,272,170,132,92,208,120,81,51,150,74,50,29,98,37,23,14,45,19,13,6,22,4,2,0
-non_saturating-n_epochs-50-d_alpha-1,84,729,543,466,348,704,520,431,328,611,435,359,260,515,348,277,201,426,268,208,148,339,202,158,101,276,147,103,63,199,91,61,35,128,47,28,6,50,6,3,2
-non_saturating-n_epochs-50-d_alpha-0.95,84,736,545,445,322,705,513,419,304,593,427,328,235,503,324,253,177,414,245,186,116,329,177,127,75,253,121,81,47,169,81,51,25,96,45,19,10,37,5,2,1
-non_saturating-n_epochs-50-d_alpha-0.9,85,684,469,383,280,626,425,342,255,503,309,263,190,385,239,186,121,284,162,118,71,205,111,75,37,143,62,40,25,89,29,21,13,47,17,11,6,14,4,2,1
-non_saturating-n_epochs-50-d_alpha-0.95,85,730,556,449,332,711,533,430,318,643,461,383,271,563,377,297,212,476,299,240,167,388,230,176,119,314,170,128,73,246,113,81,42,166,61,41,16,70,19,11,4
-non_saturating-n_epochs-50-d_alpha-0.85,85,744,551,457,326,716,535,430,315,645,440,357,247,558,360,272,175,445,281,202,122,365,198,137,82,277,130,92,51,193,83,52,36,112,48,29,13,48,13,7,4
-non_saturating-n_epochs-50-d_alpha-1,85,11,8,6,5,10,8,6,5,6,3,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,86,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,86,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,86,177,128,114,93,142,107,97,78,109,87,70,54,77,56,49,42,55,43,38,29,42,31,28,21,30,21,18,14,19,16,14,7,15,7,6,6,8,4,4,3
-non_saturating-n_epochs-50-d_alpha-0.9,86,884,757,680,523,877,744,667,516,840,695,605,461,777,622,517,389,710,519,423,295,621,435,335,211,540,336,251,123,440,249,158,65,334,133,74,25,168,39,16,2
-non_saturating-n_epochs-50-d_alpha-0.9,87,36,25,24,17,26,15,14,13,14,12,10,10,10,5,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,87,4,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,87,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,88,630,452,383,299,586,421,360,284,500,341,285,209,407,265,208,131,325,191,130,86,247,118,81,51,170,71,47,29,110,40,24,15,57,18,12,7,19,5,2,0
-non_saturating-n_epochs-50-d_alpha-0.85,87,704,546,485,380,681,521,466,346,593,445,371,267,499,352,277,189,413,261,187,119,313,174,122,67,229,111,69,35,139,57,29,11,66,20,11,4,20,2,2,0
-non_saturating-n_epochs-50-d_alpha-1,88,862,653,543,397,838,631,522,384,773,539,450,320,680,446,374,259,580,360,287,188,488,292,212,135,381,219,150,91,297,141,104,61,205,89,64,30,104,31,16,4
-non_saturating-n_epochs-50-d_alpha-1,89,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,89,6,6,6,6,6,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,88,788,600,491,372,765,574,473,356,694,500,403,298,600,416,339,238,518,337,262,174,428,264,198,115,362,201,137,80,275,128,86,47,189,71,46,23,75,28,13,4
-non_saturating-n_epochs-50-d_alpha-0.9,88,690,500,423,309,676,488,410,301,604,437,356,270,527,361,296,213,445,286,228,161,361,231,176,128,298,175,140,88,241,135,91,61,173,83,55,29,93,32,16,8
-non_saturating-n_epochs-50-d_alpha-0.85,90,8,7,7,6,6,6,6,6,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,89,653,494,417,319,622,462,392,298,532,380,317,225,441,285,228,163,353,202,155,106,261,143,101,66,190,93,72,39,118,55,35,26,69,26,17,12,21,9,5,3
-non_saturating-n_epochs-50-d_alpha-0.9,90,649,481,411,308,609,447,376,288,519,368,299,223,438,288,231,156,351,204,161,98,264,137,97,59,192,87,57,31,123,49,28,13,60,17,12,7,16,5,3,1
-non_saturating-n_epochs-50-d_alpha-0.9,89,669,489,409,295,632,472,391,283,559,393,328,236,469,327,252,174,391,249,185,132,316,185,139,92,246,136,99,67,184,91,67,43,123,57,39,16,56,21,11,3
-non_saturating-n_epochs-50-d_alpha-1,90,835,674,572,418,812,638,535,386,732,538,436,313,638,418,331,220,538,321,251,150,421,236,164,97,319,153,99,53,220,87,55,22,128,40,17,9,42,8,5,2
-non_saturating-n_epochs-50-d_alpha-0.85,91,777,573,495,385,744,548,472,369,664,481,406,296,566,400,326,231,492,311,243,168,397,250,185,115,325,173,123,79,240,121,82,35,167,65,35,17,83,22,14,4
-non_saturating-n_epochs-50-d_alpha-0.95,90,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,91,24,17,15,14,21,16,14,13,13,12,11,10,8,7,5,5,6,5,5,4,4,4,4,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,92,685,505,422,328,655,480,403,303,552,391,320,233,455,292,245,156,360,219,167,107,278,153,112,74,210,106,71,39,149,56,36,18,79,21,13,5,21,2,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,92,627,453,378,271,592,435,354,254,506,349,273,208,424,271,223,170,347,211,178,132,284,162,137,86,217,130,97,60,164,85,67,40,101,56,39,18,51,16,8,2
-non_saturating-n_epochs-50-d_alpha-1,92,697,514,425,312,663,484,398,282,576,395,315,225,467,311,242,154,370,224,162,106,288,158,117,74,214,108,74,41,153,61,43,24,91,33,20,11,35,8,5,4
-non_saturating-n_epochs-50-d_alpha-1,91,666,509,421,310,635,471,392,299,551,382,314,242,460,300,241,176,368,222,170,119,292,156,120,71,217,110,78,43,136,64,41,22,77,29,19,9,25,12,5,1
-non_saturating-n_epochs-50-d_alpha-0.95,91,792,596,499,363,753,555,476,333,670,464,372,246,556,341,255,175,429,233,172,108,319,159,111,61,244,96,62,38,150,56,35,16,81,23,15,4,27,3,2,0
-non_saturating-n_epochs-50-d_alpha-0.95,92,868,693,581,432,849,671,561,411,785,577,481,331,680,481,377,255,587,375,284,180,488,280,206,129,391,214,146,92,295,139,107,55,203,85,52,24,103,29,15,4
-non_saturating-n_epochs-50-d_alpha-1,93,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,93,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,93,820,648,544,393,789,609,504,361,691,498,392,256,574,358,276,174,439,249,180,112,335,169,119,63,242,104,64,34,148,57,35,12,77,22,9,4,22,3,1,0
-non_saturating-n_epochs-50-d_alpha-0.85,94,843,659,563,415,815,645,546,391,759,561,459,328,674,452,351,242,577,353,265,173,477,261,182,106,370,184,114,65,274,104,69,36,154,55,29,8,57,9,4,1
-non_saturating-n_epochs-50-d_alpha-0.9,93,5,5,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,94,17,14,11,11,11,10,9,9,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,94,653,458,375,270,633,428,352,252,536,354,291,204,430,275,215,145,358,202,152,105,278,148,108,68,201,95,71,52,148,66,50,28,89,34,21,12,30,12,6,3
-non_saturating-n_epochs-50-d_alpha-0.95,94,863,684,574,446,853,664,556,430,798,573,493,382,697,493,423,308,610,420,355,230,513,352,266,172,436,261,189,110,347,176,129,57,239,105,66,25,127,40,20,4
-non_saturating-n_epochs-50-d_alpha-1,95,871,702,607,460,846,674,576,426,782,575,483,326,691,467,358,228,582,352,257,161,484,250,188,108,369,177,124,60,280,115,67,27,160,51,22,8,62,6,2,0
-non_saturating-n_epochs-50-d_alpha-0.85,95,11,10,9,8,6,5,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,95,705,534,434,321,670,502,412,299,586,408,316,240,474,308,251,180,381,236,185,128,300,167,136,91,227,130,100,61,170,91,54,30,112,43,23,16,40,12,9,4
-non_saturating-n_epochs-50-d_alpha-0.85,96,19,16,15,14,6,5,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,95,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,96,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,97,796,629,543,431,763,592,515,406,688,518,440,328,591,425,350,238,514,342,258,154,424,243,167,97,327,159,99,53,235,93,52,18,140,34,19,7,44,8,6,1
-non_saturating-n_epochs-50-d_alpha-0.9,96,5,5,4,4,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,97,8,7,7,6,6,6,5,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,96,6,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,97,782,608,509,382,764,595,491,371,712,523,427,324,629,429,353,261,533,362,287,199,452,293,221,133,372,211,151,92,292,145,108,57,205,81,56,16,86,26,10,3
-non_saturating-n_epochs-50-d_alpha-1,97,778,559,449,330,741,528,427,311,633,430,352,252,532,350,260,180,426,263,200,126,351,194,137,84,274,132,97,59,199,88,63,39,124,51,37,23,59,24,15,7
-non_saturating-n_epochs-50-d_alpha-0.95,98,706,502,415,306,674,480,398,289,573,398,305,238,474,307,243,178,399,238,190,139,319,182,140,82,236,131,89,56,178,81,59,27,122,47,22,11,48,14,7,3
-non_saturating-n_epochs-50-d_alpha-0.85,99,649,466,377,275,624,445,355,257,539,362,284,218,442,285,235,167,353,227,177,113,295,174,120,75,223,110,79,53,154,74,55,28,107,38,28,12,44,13,6,3
-non_saturating-n_epochs-50-d_alpha-0.9,99,779,613,520,390,759,594,499,375,691,499,425,321,606,424,345,256,517,341,271,179,436,256,196,129,350,187,141,81,259,132,88,48,171,80,43,23,81,27,16,4
-non_saturating-n_epochs-50-d_alpha-0.9,98,25,21,20,14,18,14,13,12,10,7,5,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.85,98,637,453,366,268,595,426,343,253,502,337,272,193,407,257,202,133,303,187,140,81,241,129,81,57,178,73,49,35,117,44,35,20,58,29,16,9,21,8,6,4
-non_saturating-n_epochs-50-d_alpha-1,98,581,379,307,218,535,349,283,201,445,278,219,159,352,210,169,117,254,155,119,84,193,102,84,55,149,76,60,42,93,51,40,29,60,30,23,12,24,8,5,3
-non_saturating-n_epochs-50-d_alpha-1,99,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.95,99,9,7,7,7,7,6,6,6,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-0.9,100,721,532,451,308,691,499,417,288,587,392,306,210,468,285,213,146,372,200,152,104,284,138,108,68,199,99,73,44,142,62,46,24,76,30,17,6,23,7,4,3
-non_saturating-n_epochs-50-d_alpha-0.95,100,665,458,374,249,621,428,348,223,529,338,259,171,425,256,181,119,331,172,130,94,247,130,99,65,185,87,68,46,127,57,48,37,79,40,32,18,38,14,10,5
-non_saturating-n_epochs-50-d_alpha-0.85,100,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-non_saturating-n_epochs-50-d_alpha-1,100,752,546,456,334,721,519,432,310,621,434,347,237,512,337,259,178,409,245,186,124,325,177,129,83,252,124,86,56,183,82,55,31,112,44,30,17,47,16,8,2
