Setting,Seed,FID Score,0.0-1,0.0-3,0.0-5,0.0-10,0.1-1,0.1-3,0.1-5,0.1-10,0.2-1,0.2-3,0.2-5,0.2-10,0.3-1,0.3-3,0.3-5,0.3-10,0.4-1,0.4-3,0.4-5,0.4-10,0.5-1,0.5-3,0.5-5,0.5-10,0.6-1,0.6-3,0.6-5,0.6-10,0.7-1,0.7-3,0.7-5,0.7-10,0.8-1,0.8-3,0.8-5,0.8-10,0.9-1,0.9-3,0.9-5,0.9-10,Epochs,FIDs
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,1,161.99365417265403,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[506.29666218225, 319.59194877905134, 216.74325648878016, 217.11922062040298, 160.49656142580397, 160.93520304012532, 153.53096148970963, 158.07255244288604, 147.7483051630154, 150.2707165193931, 147.1395779633483, 145.5437453721438, 146.4796652444702, 150.3790691897027, 149.13516667640488, 149.56831350616199, 152.78062110513793, 149.08922886538676, 153.92164494677172, 161.99365417265403]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,1,156.36301582813485,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[609.6320034417163, 404.070916228497, 310.2216161763579, 210.47638428071173, 176.45800921734553, 164.3571450640618, 155.8174189026322, 148.1036387453596, 146.49255048652913, 147.375183650606, 149.1598330968618, 149.13878013190788, 153.42025764529217, 154.2455963422958, 154.02133550414828, 153.88076506964944, 148.78240778614986, 154.1598148448138, 154.80663939935994, 156.36301582813485]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,2,160.37866155776055,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[846.0476736861633, 327.34737870167874, 262.91313799826617, 220.84941437362932, 185.29891333144133, 162.81070038613257, 163.56927721360466, 156.92265852416995, 161.2944473803127, 150.3387036018853, 148.56261011872311, 141.9720912668804, 151.22302940820487, 150.82872636847287, 158.84055495557436, 152.16213700707567, 154.31475919860577, 156.55923463988893, 164.80835915070043, 160.37866155776055]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-1-beta1-0.5-g_width-64-d_width-64,1,156.83109416197635,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[544.2850167839524, 320.1464276972406, 282.63537764300963, 214.1921300617969, 174.6689512774651, 185.8735062915889, 190.5652054360644, 152.39581560025772, 152.66664556223122, 152.89491975130113, 152.42660299948466, 155.63446058547243, 149.58238171671155, 163.22916393065339, 153.15989039130977, 151.63291208462283, 155.63441431603178, 144.83783297298692, 151.0255163772731, 156.83109416197635]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-1-beta1-0.5-g_width-64-d_width-64,1,160.74424856089786,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[625.5045770568522, 305.1761484697299, 175.4235356863462, 160.15404668249403, 156.4806540332945, 156.55283206484637, 153.37967268103444, 152.39612465649907, 149.76598675260675, 154.2211811978632, 153.11056272271026, 162.3301245548339, 155.72898509104152, 155.95053073524332, 161.62423053138536, 157.57673628504472, 153.89804478585347, 159.18978501743254, 160.70225020126645, 160.74424856089786]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.8-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,1,157.13408945759215,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[678.0010053982342, 300.99366266041784, 225.92408856405177, 209.79983352603404, 201.54601246294965, 155.44523221789973, 149.5862899485578, 158.02943759973118, 145.62953793638803, 148.6911754425621, 139.82607614761582, 157.02854993023743, 145.23672459149702, 149.4812488074333, 148.63286863410212, 140.0906643987671, 154.12404985498029, 149.00039915868047, 155.0854216920352, 157.13408945759215]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,1,151.80365993977557,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[453.4539978976359, 290.5637295906465, 187.134056713855, 177.51597501208994, 163.15529449980954, 141.11457440171966, 152.2382093407209, 148.9623148914011, 148.72325522285382, 150.5007998394408, 147.78650710090096, 151.15009682220784, 149.45509911459976, 150.43273728179588, 156.56144814982144, 159.33681153243697, 151.95430254558164, 150.55501710272733, 157.33832496274727, 151.80365993977557]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,1,164.90318080937186,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[577.6156187765873, 260.47622498451415, 244.33670309073796, 155.29379273472023, 156.18589445879707, 176.1315173298617, 159.1122068156037, 160.47748333443883, 152.37097959136008, 158.41011673429466, 146.18611039516804, 155.5963870980181, 151.81205713129134, 156.7937765729598, 153.69608768722742, 154.6072250624577, 159.12323877642757, 159.16271295806928, 158.28043235578593, 164.90318080937186]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-0.9-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,1,161.2339264267987,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[525.712917280895, 283.1706147488428, 236.20357749129107, 171.62851431574563, 147.6579168686153, 151.53397337594015, 166.55354320025867, 147.92401598865285, 147.68101213559976, 146.3166962666187, 143.6370680207117, 160.33272768653592, 156.25183908710142, 155.35217353219377, 150.25585516244837, 159.25351354450618, 149.39525495524595, 158.89521464468203, 165.94684938656928, 161.2339264267987]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,1,162.23635053382895,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[505.93945815586085, 267.198802160254, 205.4389099812356, 152.7889830488666, 164.1263680692423, 155.7547528209343, 145.90822447706296, 144.74302357322858, 141.96398293913535, 148.89746372902937, 150.32165931678355, 151.69819211295226, 150.96901578868483, 149.64155763519716, 155.33114882336713, 155.81168524431314, 155.97173211371114, 154.9215699813999, 163.53828360061243, 162.23635053382895]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,1,160.3856485555075,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[534.6312487837097, 236.06976123242885, 164.26952329313963, 184.13594058185322, 150.68955675071584, 150.8085213073232, 144.15717741150684, 139.33652370450773, 140.12541211583766, 153.63746899185753, 143.46709663716683, 147.01644158504155, 149.06613439759508, 153.94532011730507, 146.98246434504472, 146.90595841299614, 150.20808474475803, 153.6145144995396, 155.10728348776365, 160.3856485555075]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,1,146.953492421718,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[524.8062631193793, 297.35503491732106, 213.82002474443516, 172.52948820802294, 155.87630034394488, 130.3135984143928, 154.03376322051668, 143.89539103795664, 143.13522901752617, 151.91898655488626, 151.15492052037257, 142.93591062999462, 147.78772965841495, 141.99070254527032, 152.58750849090825, 139.53915824725664, 156.69083222437735, 152.6662429295743, 157.1350617703588, 146.953492421718]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,1,154.87004737003917,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[502.9377899905571, 342.8327752850696, 173.92338753876356, 164.60646730171993, 157.78412245324944, 141.92134963446688, 148.8112015691852, 145.40641965642772, 156.53271249952058, 155.62527634681896, 153.37258718559156, 155.38534179428234, 155.8351380194399, 156.87212919007334, 156.4545096101392, 151.42215909076413, 151.6667859249626, 155.41765225173594, 151.59608678483528, 154.87004737003917]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-1-beta1-0.5-g_width-64-d_width-64,1,160.03593478461516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[651.6792424067337, 316.37544992699077, 223.5918228334283, 161.96473959684454, 173.39247179857944, 165.23780004663467, 152.21558408365513, 153.50632994356988, 152.79735490765734, 150.6174469967475, 154.4210881849242, 162.25762663955652, 155.37844871751167, 159.9233729887785, 159.56921191559013, 155.1545760062204, 157.7770027442682, 164.15899947872822, 167.8814768067757, 160.03593478461516]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,1,158.51889116744246,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[482.587592646194, 269.5169716328119, 209.75230111207247, 157.6839462719588, 147.20490372162044, 143.26767506792703, 140.29871991455207, 154.34732204324519, 154.24518055615522, 144.44765643897153, 150.898294958899, 150.2277926161055, 151.91729270974838, 159.551831767149, 159.3374123275314, 157.42891781846265, 157.91499537786785, 161.07624157702162, 156.75391283271028, 158.51889116744246]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,1,153.35938173522413,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[446.8418535388985, 244.8038146170311, 174.02066227963837, 180.68324277512238, 153.40584512131522, 149.8524371915205, 154.30697873894906, 146.84799060051796, 147.98805253822457, 150.9044842409901, 146.94398932364493, 154.7138214082438, 152.3973953287864, 153.83601567020742, 150.6474833579682, 155.82507584778364, 151.732789903823, 153.76189484584302, 160.24324966285258, 153.35938173522413]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,1,162.99829507412778,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[469.3085723377344, 292.63928830101395, 218.3375603065092, 183.4412075734058, 164.21399189302133, 163.1955553129328, 164.4088831474603, 168.4191817384126, 154.0154671842629, 154.80153608809815, 151.9568706318048, 160.28461083630782, 154.19477026432423, 158.92806024631182, 156.9919536219395, 161.59603474478945, 159.7089283785981, 155.85751582424336, 163.29610170765363, 162.99829507412778]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,1,162.74094397140402,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[523.4677776762351, 296.1694578107292, 208.2566021214716, 180.24258696588277, 171.69343243089043, 154.1338631458932, 149.22154968341783, 156.39597065487692, 151.073897438328, 151.412170926646, 149.06776443564604, 150.01062891215724, 155.86927941329418, 157.06051724505733, 156.81908180110304, 155.82343379290546, 161.53924462364466, 157.69558967841704, 157.59393037850236, 162.74094397140402]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.1-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,1,158.52542973807772,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[530.5444085586596, 501.68054477576925, 320.20004743057825, 171.57778075647593, 164.08981740997933, 158.1260240553661, 151.94033654418422, 157.7227169711664, 138.84426348492434, 151.10048174469898, 148.3462515508363, 155.10939213985785, 152.30909643259633, 154.77206821294203, 157.54187000467755, 158.60983758113753, 159.50733533430002, 157.1685202413596, 157.35772282009611, 158.52542973807772]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,1,155.5299427831967,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[489.3924997698798, 267.37469774878764, 228.86106341303298, 149.71424529090382, 144.9953630139555, 149.0044100498917, 146.81174075507806, 149.3289201027328, 153.30965874159529, 148.9446527064888, 137.87617089689252, 154.85559612524207, 148.77688416277465, 146.58963827874868, 148.11332640871478, 151.51442144380894, 156.22529156313112, 153.91925886855392, 160.23203218624212, 155.5299427831967]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,1,153.43936913207608,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[436.9691207748199, 386.79185900960465, 215.76884751745115, 169.57287900995948, 162.0789885293325, 149.18805266701952, 151.47557744971346, 156.88232156628555, 148.6493296449205, 143.74421139015294, 138.90499902511033, 146.16686375299355, 142.68359362885758, 152.74782841942397, 154.93477482511366, 148.52012479945142, 150.23190177633228, 151.5535289516904, 153.91206180441168, 153.43936913207608]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1-beta1-0.5-g_width-64-d_width-64,1,152.7612876254766,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[459.4763362328913, 291.6446788511289, 228.6832547841782, 173.6949186508823, 174.73266921282766, 149.05363057291106, 145.04442814373488, 150.33261899001604, 146.87605011443748, 153.4673911441157, 144.2030012110754, 145.79581445554777, 147.1222744717718, 149.2661759747739, 147.24619116241752, 140.77204922434248, 151.44319113238998, 158.64284604451268, 148.16163487538347, 152.7612876254766]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,1,154.45423011483626,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[494.2666146499821, 311.6559873937483, 216.51344273322184, 170.69821056525507, 165.65134644528666, 145.7951607722389, 160.17767117512085, 144.97174603473945, 147.70520566463142, 154.11456291293848, 146.86857954066545, 152.4515532685009, 152.69752532340772, 154.84511505179307, 144.58330050875657, 147.63188123742316, 157.08738451836234, 155.1379871746119, 162.53858648420305, 154.45423011483626]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-1-beta1-0.5-g_width-64-d_width-64,1,156.55486972512267,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[621.8636920937788, 342.66654925822377, 208.82009622140458, 208.41819531149213, 159.4493124405376, 154.8980352278952, 143.1114806630926, 147.31739193522526, 157.1012951189798, 152.36184459117976, 146.53875420079567, 161.4565271287504, 158.67160966311735, 161.5240707969681, 160.3984617069559, 158.39899413843364, 153.91337313603208, 152.97191834911177, 153.98849782712796, 156.55486972512267]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,1,156.33947031602202,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[684.3790828827018, 362.95257409179203, 233.11025879674935, 175.62918795712426, 143.0967014129469, 157.03038283483215, 144.52678121690133, 150.73611365986244, 150.50619619145687, 147.18552276295964, 144.4769164140041, 151.64793312350844, 140.83320410660122, 147.05834535277882, 138.91197553776192, 140.30311759094934, 147.35616616391349, 153.29666289530633, 154.84964353382475, 156.33947031602202]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-1.1-beta1-0.5-g_width-64-d_width-64,1,155.15577270931635,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[594.1913424148238, 294.55675454919697, 212.05644425842252, 194.25178903984124, 155.66723117486072, 151.82102820910177, 142.9662614715885, 147.5731776142743, 151.18485320839363, 145.4989520584097, 142.75578878424108, 145.27459337262053, 146.92639342596704, 160.13403917794994, 147.87273152941043, 153.45818923772003, 143.17734395840716, 152.06416061178652, 151.04390362713184, 155.15577270931635]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0002-g_alpha-1.5-d_alpha-1.5-beta1-0.5-g_width-64-d_width-64,1,160.61192516084475,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[527.0561041835872, 337.7762117954949, 196.45367027571365, 179.88880685962704, 158.16149173012582, 143.39640015810164, 159.11894780741795, 150.42872071108354, 147.14438201045687, 152.09082294769223, 149.59516827946777, 159.8211559124211, 148.29528767100692, 159.39503489836375, 147.24027052597694, 150.84151147736338, 155.98563793725657, 156.02379973564962, 157.39506414653306, 160.61192516084475]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.8-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,1,150.9743018965014,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[663.1401216099744, 348.4644171434952, 262.42359310926713, 174.13359913568775, 179.7509358667262, 133.4387848160859, 142.57551392690402, 139.05033068579405, 152.02158720352872, 135.77350804720118, 144.21166130314054, 145.2397938707163, 146.11073195745485, 148.6655865829366, 148.07309834035505, 145.4408610135224, 150.5698029586149, 145.72585399939044, 145.97313324001948, 150.9743018965014]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.9-d_alpha-0.8-beta1-0.5-g_width-64-d_width-64,1,155.30609509833425,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[439.40845814126305, 280.14749690885174, 222.11857508479693, 200.07371312676628, 153.67387176671446, 151.11475365899014, 153.1530968642137, 134.42771065976808, 151.81274374365103, 138.10690071282784, 136.39974171730955, 148.1839969855946, 140.48750321549687, 145.06292711001288, 145.1991667564189, 150.13392210303346, 149.0409015380735, 145.67141542662648, 153.40994322540973, 155.30609509833425]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.9-d_alpha-0.9-beta1-0.5-g_width-64-d_width-64,1,154.6324621252229,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[460.85881595205774, 215.43731150487156, 188.97316813518728, 152.34426905644932, 150.0685627696139, 155.55824361519876, 157.71711497889873, 147.25800128232777, 153.69117296030936, 148.88652608683014, 142.46188895223577, 145.4523061976165, 155.89946995356377, 153.02725801265774, 155.838902860012, 144.65039956233795, 158.96857908424704, 154.81219647117223, 156.90704227360675, 154.6324621252229]"
-non_saturating-n_epochs-200-epoch_step-10-g_lr-0.0005-g_alpha-0.9-d_alpha-1-beta1-0.5-g_width-64-d_width-64,1,163.87898243752238,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200]","[469.04676820622717, 297.6764839566499, 203.64687714373895, 185.59612460834478, 155.86852328981945, 140.87004692794812, 152.30415844384424, 149.40110630682102, 159.2307602352514, 154.0949565252704, 149.2728040377915, 166.44124353814505, 156.99064138925155, 159.6745918733675, 154.53089173411922, 162.2235010642935, 150.99670142213336, 156.87357770900826, 159.9411833598192, 163.87898243752238]"
