Setting,Seed,FID Score,Epochs,FIDs
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-1,1,113.29435053945883,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[948.6235732789925, 237.1854956890702, 102.06994773592055, 89.3210593143333, 66.32705141108784, 54.3623244995581, 54.594026119057844, 65.35610226917186, 44.2472522279387, 113.29435053945883]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0009-g_alpha-1-d_alpha-0.7,1,57.164641658657956,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1209.769738369218, 493.86092742258415, 203.95502731564113, 95.38679222783469, 103.11326256406096, 67.00236163847921, 72.28045269374957, 64.57668732492868, 54.20237521058323, 57.164641658657956]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-0.9,2,129.1736912529284,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[493.7484553228603, 203.97647395791182, 122.65793939761556, 61.22032812021689, 63.91058761708041, 71.45418605524117, 136.0747688323146, 142.42728302932392, 140.37374949977345, 129.1736912529284]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-1,2,101.88978800453322,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[524.1667277114713, 141.2633721772637, 84.67551310332897, 58.42258090204018, 49.818713602480216, 39.88548449823861, 52.48225722102188, 58.38574587703249, 80.91996946014888, 101.88978800453322]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-1,1,1933.3698694289797,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[799.3301748285967, 204.48349769660797, 87.36974529799795, 110.63174582106149, 62.636427436322265, 54.72694187025536, 70.5233577832413, 1766.4689129910676, 1922.506931496062, 1933.3698694289797]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-1,2,47.91400856047653,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[527.0130930948098, 167.74673808280716, 73.3583432218553, 52.71471691630836, 45.0505429014039, 60.22732054030689, 74.74234526197665, 56.71087963075979, 49.658261755629155, 47.91400856047653]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-0.6,1,54.68794312048283,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[991.5278393924992, 778.0438938277589, 237.23998226796323, 134.04206174201454, 115.10139775149707, 68.71796657062885, 89.36084919790653, 53.88438416553936, 47.974803294299704, 54.68794312048283]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-1,2,66.15394821434211,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[698.7293254148444, 218.91976455910162, 108.84771482336441, 65.94550500271191, 60.725380284186826, 53.43424108300326, 47.74794169568804, 59.00860416694309, 34.24025788939025, 66.15394821434211]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-0.9,1,1851.57451919591,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1858.4061685271793, 1855.8405279908438, 1862.0717078332436, 1856.447867561802, 1856.5342207062356, 1848.8681741063176, 1875.6539973378822, 1861.8138154904364, 1865.709999772455, 1851.57451919591]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-0.6,2,60.35421848415092,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1425.1908226037094, 636.6565828147158, 229.3297244198891, 98.81887582203422, 94.76026303763206, 59.0681826226745, 53.332873955338414, 55.67360000951271, 51.29456285796107, 60.35421848415092]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-1,1,58.02632589898667,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1783.1464086989347, 689.4649607051545, 227.5219850766034, 129.14954493127664, 88.4561598043797, 62.424273650693294, 50.97849662527199, 61.98852978478442, 60.518250058875196, 58.02632589898667]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.5,2,210.41380806313487,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1294.368995605199, 1354.970757696312, 257.6066194411893, 220.4086387740482, 142.18975826693315, 69.60970512753056, 84.90721851425576, 55.80014573227743, 442.0553763177361, 210.41380806313487]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-0.9,1,49.634789448987476,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[975.5355565878824, 306.4800491139073, 128.26233062251652, 70.26320921593788, 51.646308622454626, 38.495593153325785, 54.70902537095628, 48.50408219509666, 47.1930473160495, 49.634789448987476]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-0.8,2,35.280860107531,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[816.8723165272481, 239.3201558440502, 101.34973195137127, 78.11446709479435, 66.1955199123347, 72.5262645843377, 42.738014002419845, 48.3811885599805, 55.62643942736315, 35.280860107531]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.9,2,81.94480188188538,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[292.6158599008795, 125.21480097537301, 88.19527177408622, 59.10393685263489, 39.245114383117425, 37.88673466775049, 40.293029969028794, 341.3882598621958, 48.46072794785812, 81.94480188188538]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-0.5,1,930.8531533311432,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1572.1431899685963, 1569.5324747242662, 1313.8498442163032, 1211.8456699544424, 548.8878767136316, 315.58399781313574, 171.0094157389035, 119.83537330476645, 109.65492773927531, 930.8531533311432]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-0.5,2,64.1789377479455,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[634.7244096325232, 345.27775781626315, 374.0575469308369, 167.28675727392067, 103.32073016678112, 87.83753772376576, 94.54427918563204, 73.81804203510342, 66.904990235441, 64.1789377479455]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-0.8,1,50.26207430120303,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[533.5638270872273, 208.77836176204914, 74.86255827690604, 55.68402330050924, 64.60868665578516, 45.168062495471986, 43.037140106357015, 38.4383712785077, 52.231544766181514, 50.26207430120303]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-0.7,2,79.23890851581723,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[430.85182440872336, 119.67920675851815, 106.60619026951531, 64.96983477547735, 55.87473501571969, 56.22903731540521, 63.85520649808518, 72.90447547786925, 91.48099661110359, 79.23890851581723]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-0.5,2,65.2461857976732,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1332.2663628095854, 1766.1152479139228, 2121.187104647732, 571.0346689971332, 244.73528978551235, 169.73474418203443, 247.07016826290203, 104.66470153947773, 63.77507854954865, 65.2461857976732]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-0.6,1,86.92774406745298,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1534.0390759990669, 864.0994130654002, 519.8943194872368, 168.619935292965, 112.20931685929122, 93.05422767902292, 97.11308278449246, 63.78084027978264, 80.20530801479799, 86.92774406745298]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-0.8,2,95.06179623193566,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[574.5185164275831, 166.04746968468294, 69.66269179636083, 56.68689723323405, 74.22062518307519, 66.96631698061367, 93.92624855059057, 85.84257137609234, 96.38511268760715, 95.06179623193566]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-0.9,2,84.96952406402056,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[424.4354630026912, 107.96730962818606, 80.83600207276288, 65.406604904, 51.16424439417949, 65.28871567292458, 81.51991835001581, 80.40582443453536, 84.66637756017644, 84.96952406402056]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0009-g_alpha-1-d_alpha-0.5,1,92.12073020523474,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1462.730581925822, 1796.5746048595731, 2016.9726927699335, 1941.945581017279, 436.65550201366955, 263.49419926234896, 196.60968923234805, 207.21508615850973, 186.00221322814264, 92.12073020523474]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-0.6,2,44.19415384712329,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1145.2690958074522, 577.2341627513308, 270.4610956708417, 329.48547987898996, 77.13110176581631, 64.11622140150985, 85.5130283920505, 38.78529153801492, 47.67561947938202, 44.19415384712329]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-0.5,1,195.6018953778946,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1345.3077308592108, 2879.732012265323, 695.9953493906237, 539.1248184103013, 402.9061200157819, 445.36116104458915, 931.4139083646961, 173.37945803424088, 148.54915934939265, 195.6018953778946]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-0.8,1,42.48301910667465,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[553.5551732634293, 251.94813675693763, 98.64850991430251, 75.85255621166368, 41.78223176934034, 39.16742256576629, 38.86105980877869, 42.32248789850098, 32.89954277345828, 42.48301910667465]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-0.9,1,102.26584264349333,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[484.3413423099313, 239.5326213584874, 84.83774040364892, 69.23272170373525, 50.796633067711355, 45.37299874471205, 76.87893541156723, 88.5603008118444, 98.08952600307703, 102.26584264349333]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-0.5,1,632.733856829096,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1368.9518754795913, 877.2009401950963, 764.7060286297394, 363.2442800853282, 368.5483772182788, 170.34062521336057, 468.14721085054816, 127.24261083013278, 74.91553922378421, 632.733856829096]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-0.7,1,67.5069257283916,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1058.6649829448904, 466.30337365304285, 145.8538707295263, 121.38878438342704, 57.60625882634395, 63.90391557025009, 62.72955867360906, 47.325139107171935, 54.8825015385853, 67.5069257283916]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-0.9,1,2038.1453345440532,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[2037.8442576018504, 2037.9866144010016, 2037.6604686567287, 2037.8591949644433, 2038.160646999945, 2037.8140081023953, 2037.6046351991527, 2038.1165217532257, 2037.4690283104455, 2038.1453345440532]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-0.6,2,54.122440053776245,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1600.0636090770147, 954.9874383833204, 399.5396470091673, 182.37011120826935, 111.75574756423794, 93.74144413403201, 67.8071437382506, 58.55829503191728, 53.3769094433012, 54.122440053776245]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0009-g_alpha-1-d_alpha-0.8,1,43.09470682932351,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1294.8203658558673, 384.1692849368235, 127.20697053813956, 82.53217951217914, 79.1041471322443, 49.85595966289475, 70.61758081686548, 42.34883319689072, 50.77018486233089, 43.09470682932351]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-0.9,2,56.993850969474124,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[639.3337743778119, 164.3643093077269, 120.79794474905577, 64.36344315535666, 54.691024935019186, 56.11260859282743, 41.899093841244394, 38.800818045857454, 39.016094694429285, 56.993850969474124]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-0.7,2,55.895657970335265,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1071.092066806803, 503.0249035906447, 174.9076770656336, 150.6751013413226, 71.30638502474812, 75.3650617772737, 97.2204854193053, 63.34675723666555, 38.833065444109934, 55.895657970335265]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-0.7,1,87.29870054950379,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[574.7447159337208, 250.00641286925088, 110.14378196384678, 64.48092040427275, 53.72973815244427, 63.03519874572498, 55.02135924432855, 63.416560910529824, 86.48577791737853, 87.29870054950379]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.6,2,66.85815535797678,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[551.6674361719506, 280.56465592913116, 113.90937085343171, 85.91427100646808, 44.587681428474866, 39.39041842091524, 54.938432843476676, 61.85634814144305, 93.04401464199213, 66.85815535797678]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-0.7,1,41.54760008207336,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1256.6976149278607, 381.4569428668908, 140.59743866133329, 87.82762663168307, 68.03867945434558, 60.81355590257351, 74.45899271955193, 57.757789948269306, 58.317662715021925, 41.54760008207336]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-0.7,2,66.06292017030921,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[750.7657170688701, 306.94600326937655, 118.40856610692435, 91.95769143921893, 73.47198954149246, 50.01202863406638, 51.88217523950141, 64.42320606222404, 67.61664437143168, 66.06292017030921]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-0.7,1,142.8369716644438,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1332.0043078273966, 374.9961922743903, 158.91752335799333, 92.81485263399395, 90.80041461436394, 99.80797060322129, 72.67021151461518, 63.84601294226786, 139.85900484147044, 142.8369716644438]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-1,2,41.78636627690628,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1372.2059710250196, 219.8900016025732, 110.5579439352889, 83.26980394602379, 56.74223649967348, 42.91512896085737, 50.836183028076675, 33.681564948789514, 37.002671424204664, 41.78636627690628]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-0.6,1,67.35756959262267,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1077.194289714459, 377.64878397046414, 259.7949181700818, 333.22790211772735, 97.08434126507746, 78.63440969268322, 48.874866982381604, 46.373881943685205, 40.990266028258134, 67.35756959262267]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-0.7,2,219.33535868894205,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[601.0790083569076, 292.01317458706023, 154.36370217127592, 95.45971145080364, 72.27027745411692, 50.544338222709484, 51.30235324667706, 68.4685288445603, 46.22272196317931, 219.33535868894205]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-0.8,2,45.22095079103542,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[568.3202942397438, 212.45247930558594, 133.41997954362455, 58.10647658716789, 59.125512912531235, 48.18337068222445, 50.80465535054077, 59.47610578446006, 53.11508734290726, 45.22095079103542]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-0.8,2,151.67363635426636,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[853.6483644720963, 291.69944619199305, 92.5427768448991, 85.31616379096374, 89.05513620316685, 77.98692951089436, 91.72278761668395, 71.54954944092754, 73.11859323207636, 151.67363635426636]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-0.9,1,108.84533985761527,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[757.9010324666579, 187.79758836454187, 137.21887051972362, 89.38239093540062, 69.08397440985266, 65.68395502249689, 49.68540995059061, 41.677607385604006, 53.025657298539954, 108.84533985761527]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0009-g_alpha-1-d_alpha-0.9,1,56.90581000762472,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[812.1924629181227, 260.9366334141855, 111.82434969934786, 84.36145356556278, 75.7831887347038, 69.93039265554603, 59.17485693037543, 65.72543443608299, 70.42139354817277, 56.90581000762472]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1,1,92.974188080163,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[419.7897363443551, 176.83856214331115, 79.09435449840839, 58.99092741426307, 63.45513051904959, 148.40239246077135, 94.20396781241789, 74.00497438560524, 97.5630070685354, 92.974188080163]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.7,1,88.11333595202927,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[689.1307887876402, 171.70362920102548, 71.77006842056153, 70.22479052185304, 50.800996216065755, 61.00297529204636, 77.81779139780724, 91.4057513563439, 80.57653095728381, 88.11333595202927]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.7,2,68.1568278467845,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[322.0365585738649, 140.67389145802827, 92.18977242021015, 51.81529843623366, 51.94984041619432, 64.5805196743097, 62.416986977296915, 79.78205467906616, 74.86513331039112, 68.1568278467845]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-0.6,1,57.61362609693015,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[413.46781138207893, 194.88474236541924, 128.2354766585563, 80.46593041036044, 75.56544141958784, 59.49622196895041, 52.162297267317626, 38.96947854506675, 58.18305955714368, 57.61362609693015]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-0.5,1,55.891628465278814,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[423.8259852341479, 186.67480916725196, 98.99141362115142, 77.09695783486313, 89.86924135020217, 46.55344983653754, 141.61699886650047, 52.44358125765723, 68.8550775732956, 55.891628465278814]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-0.5,1,67.77878117617774,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1524.6129673883888, 1117.996160554263, 522.9052256941061, 493.33380916988267, 295.56770524421904, 150.7613009553677, 168.88751470955378, 105.37872516396669, 61.998505353246856, 67.77878117617774]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-0.5,1,105.143066924589,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[2261.7929519852273, 752.4905087385205, 737.1491941806694, 597.6017489088794, 836.2055211286813, 274.1183117391465, 183.72327073263034, 143.72966279137563, 93.66665969404369, 105.143066924589]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-0.8,1,85.07210155156349,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[304.10556011627125, 128.14003524986606, 75.08721157197999, 56.475900869137604, 48.2423943495678, 83.4559508889248, 76.27570129065361, 56.96392356938486, 75.4836202473266, 85.07210155156349]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0002-g_alpha-1-d_alpha-1,2,104.66228500344926,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[385.55320374506164, 162.78213604317125, 66.05496393079977, 58.82969331068, 50.50736967253306, 44.733986157487834, 58.4906001094389, 77.88063813981591, 88.65418225044925, 104.66228500344926]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-0.9,1,74.27383585560858,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[283.58151050223205, 119.06712339957517, 81.15254800514208, 62.90987857786399, 56.427611438967915, 64.71671754073702, 61.80743457831477, 64.78230703218674, 72.87588324243598, 74.27383585560858]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-0.5,2,953.3221584018052,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1502.720001401475, 1570.1957058387043, 2605.3618665992362, 814.278569327578, 314.24485328751507, 298.19847184064326, 151.94052701309056, 129.70339097562464, 153.2691487491436, 953.3221584018052]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-0.6,2,113.87176385361431,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1697.747984936902, 682.5396744543891, 254.19807975707397, 223.42468422433603, 136.80155314407602, 108.67699271562401, 292.4031146419766, 77.66432348976343, 54.12029439329763, 113.87176385361431]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-0.6,1,71.3907285343007,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[724.1240368092537, 139.9193539962164, 90.24798353216386, 76.6294779268319, 51.03092175734764, 56.89323334006917, 65.65955732283464, 68.62665553290663, 69.01737539638748, 71.3907285343007]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-0.8,2,93.6147409512945,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[587.9607198892933, 183.89323595323162, 106.17230666867817, 73.14361513474262, 75.32435143296914, 65.41787073437263, 60.13512428589161, 84.78811849334227, 71.89056565473572, 93.6147409512945]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-1,2,78.76390928871933,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[334.8890978494196, 135.1952587425693, 75.40035142864133, 59.81931252805771, 45.840421603347295, 55.96996433365291, 76.42922230124111, 85.83666231320137, 85.2045969169335, 78.76390928871933]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0005-g_alpha-1-d_alpha-1,1,124.6714732861692,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[639.5740716207426, 168.16703481862078, 103.02721914729, 92.0426400424974, 84.73035680202145, 72.0184842948388, 80.77595454759478, 125.00666814730664, 130.74879000126703, 124.6714732861692]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-0.8,1,46.66718433013068,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[975.6930491698727, 251.51365986441238, 122.78192885330157, 64.71635565694976, 48.22881184332107, 63.18011389864432, 41.554444917408205, 53.70489485967255, 68.18844517699358, 46.66718433013068]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-1,1,123.76510124488209,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[561.5359658095261, 212.08229630473022, 89.32683148776289, 73.17082775650488, 79.55737691338254, 52.353402710108185, 68.8829106910764, 128.68557689020872, 141.36055750571336, 123.76510124488209]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-0.5,2,359.6521417158424,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1555.0251223845794, 1850.7516285823208, 1532.6322722783286, 787.8557593596436, 319.0744303515138, 1003.6496238431771, 487.83159923043945, 189.78203831073597, 164.2935840982925, 359.6521417158424]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-0.7,2,53.10491335108941,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1099.0175000263819, 595.4703651604248, 161.66109843619586, 119.04344656245928, 66.78016482658654, 72.85317498575807, 72.87192157282539, 56.46465112877695, 62.569463240090045, 53.10491335108941]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-0.9,2,46.314063977450814,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1314.3218071459814, 266.17881584133204, 85.50763327506297, 61.04466611045882, 66.1604866546354, 64.24135191095183, 55.644883066061766, 48.917095882596186, 58.63889962414987, 46.314063977450814]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.001-g_alpha-1-d_alpha-0.8,1,57.501501792370846,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[904.234991802182, 167.0496474417721, 88.97670818474387, 88.94681633311234, 75.96736169903113, 58.85205617715735, 81.0023562244611, 51.722138779129864, 46.436805373859556, 57.501501792370846]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0009-g_alpha-1-d_alpha-1,1,148.02080570468888,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[614.1936572285672, 330.0944898776236, 98.236562358735, 76.33276754263898, 71.68632810251324, 56.152070939971736, 59.827375104871635, 132.43513088538703, 124.4560644135837, 148.02080570468888]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0009-g_alpha-1-d_alpha-0.6,1,96.00241121123418,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1307.8157094459493, 903.6419690072828, 254.5281613643474, 210.41779939091452, 88.4387460819305, 87.37431301853303, 74.08108959788069, 70.41827960355192, 65.02291154281943, 96.00241121123418]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0006-g_alpha-1-d_alpha-0.8,1,125.89949085591832,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[620.7176450617542, 231.7136868401151, 85.29331706009668, 106.84040270913465, 67.66204955221679, 144.79930964974392, 118.29692940228688, 116.93978523836256, 110.33567952100611, 125.89949085591832]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0008-g_alpha-1-d_alpha-0.5,2,64.04512018697767,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1768.915291986097, 986.1211027761832, 747.8189953331441, 1342.4796655412147, 485.72120526997696, 266.4727145448826, 178.46233537071396, 133.76740708773082, 129.63700128624816, 64.04512018697767]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0001-g_alpha-1-d_alpha-0.6,2,87.2794835713787,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[318.3866175809942, 145.8229556127045, 103.21279094046372, 80.63742847880962, 57.87032222947596, 51.578976134508366, 72.21303668518044, 60.95453994776642, 71.86452573187535, 87.2794835713787]"
-non_saturating-n_epochs-100-epoch_step-10-g_lr-0.0007-g_alpha-1-d_alpha-0.6,1,43.317110872229705,"[10, 20, 30, 40, 50, 60, 70, 80, 90, 100]","[1811.1394555126885, 659.3247616648514, 228.13424615405143, 117.22310664872123, 101.08220344023084, 59.23570033958026, 60.97779343817206, 81.36300297107482, 59.863742669488715, 43.317110872229705]"
