setting,seed,train_test_split,noise_dim,batch_size,save_images,n_epochs,epoch_step,lr,model_width,beta1,amp,d_alpha,g_alpha,non_saturating,ls_gan,errors,epochs,fid_scores,time
non_saturating-n_epochs-150-epoch_step-10-lr-0.0001-d_alpha-0.6-g_alpha-1.1,5,0.8,100,64,False,150,10,0.0001,64,0.9,False,0.6,1.1,True,False,"[0.3648463757770441, 0.21708158591356594, 0.3783944558460486, 0.19162130811100206, 0.1432140626394218, 0.2542012432705749, 0.34838345081942834, 0.3198001249219238, 0.1940156449837899, 0.29796853157252906, 0.35913565926058116, 0.30855715178013743, 0.15707444751792035, 0.19834329734392195, 0.2591683769072901]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[1574.4490483462514, 717.3794364649953, 592.1610640894869, 499.19575083490554, 436.69164262563027, 383.1373095283807, 373.94141425124917, 458.83969897261954, 370.21948611529274, 376.60808321757077, 374.15530481171936, 331.4499222828267, 310.8152885234133, 327.164542760735, 365.13044614427554]",7174
non_saturating-n_epochs-150-epoch_step-10-lr-0.0001-d_alpha-0.6-g_alpha-1.2,7,0.8,100,64,False,150,10,0.0001,64,0.9,False,0.6,1.2,True,False,"[0.12112965111091283, 0.15847238333184616, 0.19640998185657774, 0.184616757383778, 0.25814223253323815, 0.2808661253383302, 0.25390381011867585, 0.22987121144522768, 0.20787602986228845, 0.22363998691294132, 0.17245174147110437, 0.20293863954076322, 0.27302876178578867, 0.2554504625085512, 0.21443443086166383]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2705.6414330121293, 2707.3912438211564, 2709.367998664133, 2705.5896790069137, 2707.102009705491, 2707.015425734157, 2708.4207883233103, 2705.481686842417, 2706.7091606596755, 2708.659917775566, 2703.7959229612775, 2703.940611727616, 2707.7755780125935, 2706.187757920899, 2707.4015165829856]",7176
non_saturating-n_epochs-150-epoch_step-10-lr-0.0003-d_alpha-0.6-g_alpha-1.05,3,0.8,100,64,False,150,10,0.0003,64,0.9,False,0.6,1.05,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2708.980447648562, 2708.944286993045, 2708.672414581393, 2708.702228329812, 2709.2511258219815, 2709.296460351595, 2708.47891013822, 2708.9913981226396, 2708.79400201643, 2708.6835829194897, 2708.420233153312, 2709.040509558792, 2707.849165821792, 2709.266644156219, 2708.965959878276]",7190
non_saturating-n_epochs-150-epoch_step-10-lr-0.0001-d_alpha-0.6-g_alpha-1.2,3,0.8,100,64,False,150,10,0.0001,64,0.9,False,0.6,1.2,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2767.038714066221, 2766.9892362995997, 2766.2053881288293, 2767.4835957714663, 2767.2931692811026, 2765.290375277145, 2766.564698914977, 2766.9017247601532, 2766.2210513298714, 2766.8444854669824, 2766.844691622154, 2766.857683032648, 2764.9843158690333, 2768.0650626943716, 2766.6708950617667]",7192
non_saturating-n_epochs-150-epoch_step-10-lr-0.0005-d_alpha-0.6-g_alpha-1.1,2,0.8,100,64,False,150,10,0.0005,64,0.9,False,0.6,1.1,True,False,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2345.1155322730983, 2344.1416732693588, 2342.8702180133055, 2342.7764706376174, 2343.8667970621746, 2344.2048490063494, 2346.6864633684104, 2342.717890544098, 2344.260737151036, 2343.023563276143, 2340.955510299066, 2341.715057123075, 2341.993704082897, 2342.190777326287, 2346.0371589235497]",7191
non_saturating-n_epochs-150-epoch_step-10-lr-0.0005-d_alpha-0.6-g_alpha-1.05,5,0.8,100,64,False,150,10,0.0005,64,0.9,False,0.6,1.05,True,False,"[0.4429820647809405, 0.15329704648880163, 0.13802385413878232, 0.1959489604711341, 0.27560155854971596, 0.3248564885042087, 0.294979328395943, 0.17921834567680914, 0.31615656881115967, 0.2423039171946105, 0.24914487968829005, 0.49112162041581153, 0.4888016418309985, 0.48309092531453557, 0.4926980161208768]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[1829.7038336535454, 1528.0013491744637, 1125.8190875621995, 906.4667172142097, 641.0320766572886, 618.4315989946599, 522.896200657123, 449.8825335084275, 469.0418148000358, 436.5562426048323, 410.1537625232618, 2013.9580290064587, 2018.089391680278, 2041.208308925653, 2012.2317399644337]",7190
non_saturating-n_epochs-150-epoch_step-10-lr-0.0003-d_alpha-0.6-g_alpha-1.05,4,0.8,100,64,False,150,10,0.0003,64,0.9,False,0.6,1.05,True,False,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.4999405133696202, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[3062.1204944865267, 3059.518431905165, 3064.67168209961, 3061.96034601955, 3061.7941982844973, 3062.7333553565936, 3061.978155031904, 3063.811966368697, 3062.6479944572134, 3061.297308704784, 3062.3761820301675, 3063.951042331923, 3061.5598194588065, 3063.4588142856774, 3061.425661934713]",7223
non_saturating-n_epochs-150-epoch_step-10-lr-0.0005-d_alpha-0.6-g_alpha-1.1,4,0.8,100,64,False,150,10,0.0005,64,0.9,False,0.6,1.1,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2202.2268202546693, 2204.715940994786, 2201.2380475072587, 2202.981534437211, 2202.6789526193784, 2202.6993821655738, 2202.199531014407, 2200.8501627571577, 2201.985045750477, 2202.7571347456314, 2201.8447428137133, 2201.8199796754334, 2203.5937654387626, 2201.6359722058874, 2204.563606684093]",7226
non_saturating-n_epochs-150-epoch_step-10-lr-0.0005-d_alpha-0.6-g_alpha-1.05,4,0.8,100,64,False,150,10,0.0005,64,0.9,False,0.6,1.05,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2369.8642659820034, 2373.4707070239933, 2368.1048612507434, 2370.649814255189, 2370.31686708486, 2370.4400763037597, 2370.022657993926, 2367.921829593365, 2369.2795273225165, 2370.464985481577, 2369.2627660534226, 2369.036576758493, 2371.7155336288733, 2368.8947085680943, 2372.567285234518]",7231
non_saturating-n_epochs-150-epoch_step-10-lr-0.0003-d_alpha-0.6-g_alpha-1.2,4,0.8,100,64,False,150,10,0.0003,64,0.9,False,0.6,1.2,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[1973.6346056420043, 1972.866091845744, 1975.2331865984258, 1974.035537262654, 1974.019530714352, 1974.0665223516883, 1974.1036246326937, 1974.8754373214076, 1975.1346295005017, 1974.1440782117704, 1974.718053438287, 1974.6678460635892, 1973.8269803356752, 1974.6907550321835, 1972.836304104517]",7226
non_saturating-n_epochs-150-epoch_step-10-lr-0.0001-d_alpha-0.6-g_alpha-1.2,4,0.8,100,64,False,150,10,0.0001,64,0.9,False,0.6,1.2,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4871657594955533e-05, 0.0, 0.0, 1.4871657594955533e-05, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2935.1086162758606, 2932.2573759905226, 2937.6306706207833, 2933.300281316422, 2936.1909938885046, 2935.3442579257803, 2935.43452070426, 2937.4452375505016, 2936.305754188533, 2935.119578411257, 2936.7104137698734, 2935.4764593315967, 2934.1653018322877, 2937.0509562275884, 2931.788539280208]",7236
non_saturating-n_epochs-150-epoch_step-10-lr-0.0005-d_alpha-0.6-g_alpha-1.2,2,0.8,100,64,False,150,10,0.0005,64,0.9,False,0.6,1.2,True,False,"[0.4949882513905, 0.48616935843669135, 0.4867939680556795, 0.49305493590315574, 0.48420629963415723, 0.4864519199309955, 0.4642931501145118, 0.4862288450670712, 0.48857856696707413, 0.4884001070759347, 0.49567234763986795, 0.41587103298533656, 0.49196930489872404, 0.4692900270664168, 0.48970881294429075]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2496.2488711913174, 2496.8115652614465, 2497.3100632590535, 2497.214602573948, 2496.5085136864286, 2496.835940041353, 2495.8100008802758, 2496.4150705649563, 2496.4782387273854, 2496.800803654972, 2497.4832853629564, 2497.207904928579, 2497.4611434413114, 2497.3033007637673, 2496.037217518564]",7240
non_saturating-n_epochs-150-epoch_step-10-lr-0.0002-d_alpha-0.6-g_alpha-1.2,6,0.8,100,64,False,150,10,0.0002,64,0.9,False,0.6,1.2,True,False,"[0.49995538502721515, 0.49982154010886054, 0.4999702566848101, 0.4999702566848101, 0.49992564171202525, 0.4999702566848101, 0.49985128342405044, 0.49998512834240505, 0.4999702566848101, 0.49998512834240505, 0.49998512834240505, 0.5, 0.4999702566848101, 0.4999702566848101, 0.4999702566848101]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2782.615956600176, 2782.2488445534273, 2780.262372336947, 2782.9012953500574, 2782.7448285765427, 2781.6137966267916, 2779.443665153226, 2782.251392732885, 2779.279402842459, 2781.948025746703, 2780.3455615793655, 2781.329605860979, 2780.7959776922617, 2781.3763440044277, 2780.7938736167175]",7247
non_saturating-n_epochs-150-epoch_step-10-lr-0.0002-d_alpha-0.6-g_alpha-1.05,3,0.8,100,64,False,150,10,0.0002,64,0.9,False,0.6,1.05,True,False,"[0.24272032360726928, 0.22383331846167573, 0.22830968739775737, 0.21436007257368905, 0.19633562356860296, 0.1808690996698492, 0.18366497129770085, 0.18109217453377355, 0.19349513696796644, 0.18292138841795305, 0.1951161476458166, 0.191309003301508, 0.18861723327682103, 0.1804675649147854, 0.19803099253442788]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[3197.221712310363, 3197.205864900729, 3198.840628997337, 3198.7848774266763, 3197.4690200154605, 3199.1297698591193, 3198.978284437808, 3199.8348641177927, 3199.285476989207, 3199.804276385661, 3198.339359472638, 3199.3557056218206, 3199.917165383678, 3198.7503429867793, 3198.916459147497]",7254
non_saturating-n_epochs-150-epoch_step-10-lr-0.0003-d_alpha-0.6-g_alpha-1.1,4,0.8,100,64,False,150,10,0.0003,64,0.9,False,0.6,1.1,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2648.456202328552, 2649.5558068663045, 2648.1409590036415, 2648.8759922191566, 2649.0874696103115, 2648.5447381059794, 2648.4825197901505, 2648.148502994657, 2648.5001339037467, 2648.932362534818, 2648.3737894398582, 2648.537771977614, 2649.19461306849, 2648.0245320709696, 2649.0998208370174]",7255
non_saturating-n_epochs-150-epoch_step-10-lr-0.0005-d_alpha-0.6-g_alpha-1.05,6,0.8,100,64,False,150,10,0.0005,64,0.9,False,0.6,1.05,True,False,"[4.46149727848666e-05, 0.0001338449183545998, 0.0001338449183545998, 0.00016358823354451087, 2.9743315189911066e-05, 4.46149727848666e-05, 2.9743315189911066e-05, 0.0001784598911394664, 4.46149727848666e-05, 4.46149727848666e-05, 0.00016358823354451087, 8.92299455697332e-05, 0.0001784598911394664, 0.00016358823354451087, 0.00014871657594955535]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2317.858927728079, 2317.489327347732, 2316.4606076055293, 2317.666644788661, 2317.339852226556, 2317.088197080859, 2315.413727022318, 2316.813160454293, 2315.8039431227708, 2316.9046976980585, 2316.3442062610675, 2316.6486276289356, 2315.8884559474436, 2316.7268360446583, 2316.20636729755]",7271
non_saturating-n_epochs-150-epoch_step-10-lr-0.0004-d_alpha-0.6-g_alpha-1.05,5,0.8,100,64,False,150,10,0.0004,64,0.9,False,0.6,1.05,True,False,"[0.09528271021088011, 0.13109366169953304, 0.10944052824127777, 0.12532345855269028, 0.15790726034323785, 0.11329228755837126, 0.1275988221647185, 0.02294696766901639, 0.013414235150649892, 0.015064989143689955, 0.01588293031141251, 0.017964962374706284, 0.017295737782933286, 0.016135748490526753, 0.028523839267124713]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2342.01517451012, 2342.238889922028, 2342.5561839793736, 2342.257254762238, 2341.820986191968, 2341.821954931168, 2341.4931619850113, 2341.89854973889, 2342.1948551921973, 2342.4153791907265, 2342.200673543249, 2342.050643442239, 2341.176928651916, 2342.374805367907, 2341.9434567077205]",7265
non_saturating-n_epochs-150-epoch_step-10-lr-0.0001-d_alpha-0.6-g_alpha-1.2,5,0.8,100,64,False,150,10,0.0001,64,0.9,False,0.6,1.2,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2725.8351315018303, 2732.2566425348186, 2730.5684322015995, 2730.259486791781, 2727.1066553730066, 2726.973989111738, 2720.8022666899883, 2725.861772670012, 2728.1639573930406, 2729.7505879775326, 2729.2732087344716, 2728.5028324166956, 2721.4685164294715, 2728.769866096509, 2727.4723775308253]",7281
non_saturating-n_epochs-150-epoch_step-10-lr-0.0004-d_alpha-0.6-g_alpha-1.05,4,0.8,100,64,False,150,10,0.0004,64,0.9,False,0.6,1.05,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2463.280290291125, 2462.4244203534076, 2463.6364468745774, 2463.0588270511485, 2463.26933842191, 2463.494681080005, 2463.5961394037886, 2463.6293362641795, 2463.5143607539626, 2463.16005346129, 2463.31944367152, 2463.368142111257, 2462.8998806669465, 2463.6041683166773, 2462.4026552812843]",7295
non_saturating-n_epochs-150-epoch_step-10-lr-0.0004-d_alpha-0.6-g_alpha-1.1,2,0.8,100,64,False,150,10,0.0004,64,0.9,False,0.6,1.1,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2245.542183704312, 2245.950400222391, 2246.8528514510244, 2247.085705223391, 2246.0494710629923, 2246.195997836975, 2244.7041793333274, 2246.7682945235456, 2245.856909039364, 2246.7325218117426, 2247.7934795835263, 2247.337512797058, 2247.572704390136, 2247.1929192760294, 2245.2723768977853]",7292
non_saturating-n_epochs-150-epoch_step-10-lr-0.0005-d_alpha-0.6-g_alpha-1.2,6,0.8,100,64,False,150,10,0.0005,64,0.9,False,0.6,1.2,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2323.515232310641, 2323.6469240277265, 2324.36251388325, 2323.5516629404497, 2323.644801610998, 2323.9834768156934, 2325.1829055568987, 2324.1892515615323, 2324.7558402822665, 2324.1235530345966, 2324.5666006777274, 2324.3116275439857, 2324.7000546518875, 2324.178222351641, 2324.623895673798]",7299
non_saturating-n_epochs-150-epoch_step-10-lr-0.0001-d_alpha-0.6-g_alpha-1.05,3,0.8,100,64,False,150,10,0.0001,64,0.9,False,0.6,1.05,True,False,"[0.11910710567799887, 0.23187888522054667, 0.2763600130870587, 0.34088813539157076, 0.34707474495107227, 0.24419261770916986, 0.20017251122810148, 0.26181553195919216, 0.2579042860117189, 0.294994200053538, 0.09999702566848101, 0.25521251598703193, 0.2305999226673805, 0.12536807352547516, 0.16854049552363107]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[1532.6866773580377, 693.1081507649271, 583.3092971909332, 484.8938973080544, 439.73092000498787, 416.9558965249166, 438.3897735189805, 542.3564738327436, 354.0899821169544, 374.3868816333609, 341.9581956163752, 348.47581955612554, 351.6685948283023, 328.47806197384875, 329.0916223364784]",7318
non_saturating-n_epochs-150-epoch_step-10-lr-0.0005-d_alpha-0.6-g_alpha-1.1,6,0.8,100,64,False,150,10,0.0005,64,0.9,False,0.6,1.1,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2252.284803190234, 2251.7415581812093, 2251.34150996755, 2251.9358351260075, 2251.7243146329242, 2251.624331903184, 2250.6661083172157, 2251.722999687596, 2251.2709303029496, 2251.6219227051142, 2251.2503111646115, 2251.3962235862646, 2250.689694569779, 2251.282602761067, 2251.184981190836]",7334
non_saturating-n_epochs-150-epoch_step-10-lr-0.0002-d_alpha-0.6-g_alpha-1.05,4,0.8,100,64,False,150,10,0.0002,64,0.9,False,0.6,1.05,True,False,"[0.25338330210285237, 0.35803515659855445, 0.38362927931947294, 0.2986228845067071, 0.21171291752178698, 0.28036048898010174, 0.195993575443919, 0.3119032747390024, 0.26435858540792956, 0.16318669878944708, 0.2966300823889831, 0.22631688528003333, 0.30272746200291484, 0.5235120906576247, 0.3175545046250855]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[1867.5335246542418, 761.2014728512459, 511.45438291746996, 697.1575133304596, 480.064893681998, 466.9261634037139, 488.46689729948275, 457.64764710793406, 353.8570339239343, 362.2821970535383, 469.70786069082783, 370.6846625956375, 412.0379520463805, 424.8298311497158, 485.33930788659836]",7337
non_saturating-n_epochs-150-epoch_step-10-lr-0.0004-d_alpha-0.6-g_alpha-1.2,1,0.8,100,64,False,150,10,0.0004,64,0.9,False,0.6,1.2,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2858.4092769565527, 2858.930027834141, 2858.333893278198, 2859.4627921202264, 2862.389348429751, 2858.570548547309, 2857.88174533557, 2860.768305709738, 2861.585049685475, 2862.629554011576, 2859.1568712262183, 2859.3109916175868, 2858.5761366885245, 2859.4455850110285, 2855.6580649693506]",7328
non_saturating-n_epochs-150-epoch_step-10-lr-0.0005-d_alpha-0.6-g_alpha-1.2,4,0.8,100,64,False,150,10,0.0005,64,0.9,False,0.6,1.2,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2404.5066452672927, 2411.917928461121, 2401.55506509395, 2406.446938750958, 2405.131154989855, 2405.2748685058136, 2404.0325063356986, 2399.5114412288394, 2402.7323570236144, 2405.933133219433, 2402.8516278500783, 2402.8116979474876, 2407.7930915190086, 2402.4958513393494, 2411.0314551149377]",7356
non_saturating-n_epochs-150-epoch_step-10-lr-0.0002-d_alpha-0.6-g_alpha-1.1,3,0.8,100,64,False,150,10,0.0002,64,0.9,False,0.6,1.1,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2585.319073731382, 2585.5791198381303, 2585.1797485373404, 2584.930570916666, 2585.954463067269, 2585.7444455958394, 2586.5917974898157, 2585.8336282835367, 2587.5337138686355, 2585.0922671317403, 2586.6033678646836, 2585.9848189368736, 2583.543968538683, 2587.0776519868223, 2585.267138664964]",7357
non_saturating-n_epochs-150-epoch_step-10-lr-0.0001-d_alpha-0.6-g_alpha-1.05,7,0.8,100,64,False,150,10,0.0001,64,0.9,False,0.6,1.05,True,False,"[0.24279468189524406, 0.2827548258528896, 0.17590196603313404, 0.19553255405847536, 0.1199994051336962, 0.35598286785045063, 0.2636447458433717, 0.12643883287231195, 0.27731179917313586, 0.24623003479967878, 0.22297076232116833, 0.18305523333630766, 0.24054906159840575, 0.21647184795217275, 0.2477915588471491]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[1404.9874059112053, 827.0031671263432, 710.3024589234255, 543.2192904697006, 465.0657760020806, 409.18940664440765, 418.5469171559339, 818.0913176708018, 441.73109599661643, 381.75385259132963, 312.4308222031482, 325.52321892383407, 325.94140610912314, 317.15101310262844, 308.48998748715417]",7354
non_saturating-n_epochs-150-epoch_step-10-lr-0.0004-d_alpha-0.6-g_alpha-1.1,4,0.8,100,64,False,150,10,0.0004,64,0.9,False,0.6,1.1,True,False,"[0.49965795187531603, 0.49885488236518843, 0.49851283424050447, 0.4996133369025312, 0.4981559144582255, 0.4911364920734065, 0.49988102673924034, 0.49363493054935903, 0.49950923529936647, 0.49998512834240505, 0.4998364117664555, 0.4999405133696202, 0.4990333422563279, 0.49907795722911275, 0.4975907914696172]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2338.8022703532833, 2343.5256307951013, 2337.3500339352427, 2340.40757634245, 2339.2510937876154, 2339.341826916699, 2338.9917712205593, 2335.9483943237638, 2338.697010885939, 2339.9050283151464, 2337.0311861456184, 2337.6109175177703, 2340.612820339438, 2338.1501090301504, 2343.5935930302226]",7371
non_saturating-n_epochs-150-epoch_step-10-lr-0.0004-d_alpha-0.6-g_alpha-1.1,5,0.8,100,64,False,150,10,0.0004,64,0.9,False,0.6,1.1,True,False,"[8.92299455697332e-05, 0.00028256149430415514, 0.00014871657594955535, 0.00023794652151928853, 0.0003569197822789328, 0.00014871657594955535, 0.0002676898367091996, 0.0003420481246839773, 0.00011897326075964427, 0.000223074863924333, 0.00014871657594955535, 0.00028256149430415514, 0.0002528181791142441, 0.00020820320632937748, 0.0003420481246839773]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2802.044217953234, 2800.911421965598, 2802.1084398680755, 2800.912209608964, 2801.8613596224495, 2802.0071499225924, 2802.793500789548, 2801.903298952179, 2801.838390135514, 2801.98075560301, 2801.1095093277254, 2801.7821389025107, 2802.66752583557, 2801.855019935697, 2801.8852332557867]",7377
non_saturating-n_epochs-150-epoch_step-10-lr-0.0004-d_alpha-0.6-g_alpha-1.2,2,0.8,100,64,False,150,10,0.0004,64,0.9,False,0.6,1.2,True,False,"[0.0, 1.4871657594955533e-05, 0.0, 5.948663037982213e-05, 0.0, 0.0, 0.0, 1.4871657594955533e-05, 1.4871657594955533e-05, 1.4871657594955533e-05, 0.00010410160316468874, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2364.2336018550723, 2363.5733585795883, 2362.965936458496, 2362.7112972682266, 2363.696937859691, 2363.1271783026073, 2364.3086134305754, 2363.130450598716, 2363.870274648462, 2362.778898780747, 2362.461944371136, 2362.3871614170316, 2362.3036871541285, 2362.807356726297, 2364.226496811641]",7391
non_saturating-n_epochs-150-epoch_step-10-lr-0.0003-d_alpha-0.6-g_alpha-1.05,7,0.8,100,64,False,150,10,0.0003,64,0.9,False,0.6,1.05,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2650.267480925405, 2648.7083214420195, 2648.0064562418074, 2650.7825169305765, 2648.858902496485, 2649.2532739213902, 2648.860663808953, 2651.2950085398693, 2649.7913658973694, 2647.446097991243, 2651.880330369332, 2652.375835628603, 2648.903449920682, 2649.848985744632, 2649.823489011599]",7215
non_saturating-n_epochs-150-epoch_step-10-lr-0.0004-d_alpha-0.6-g_alpha-1.2,3,0.8,100,64,False,150,10,0.0004,64,0.9,False,0.6,1.2,True,False,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2749.3945011008745, 2749.5049397470398, 2749.5738051013805, 2749.8849376870344, 2750.3549902368604, 2749.5734186249488, 2749.7022241109307, 2750.121698870943, 2749.8593372629143, 2749.1598147428494, 2749.848106395151, 2749.9001746271438, 2748.7156783367636, 2750.6749953410695, 2749.5987334773613]",7448
non_saturating-n_epochs-150-epoch_step-10-lr-0.0002-d_alpha-0.6-g_alpha-1.2,5,0.8,100,64,False,150,10,0.0002,64,0.9,False,0.6,1.2,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2579.5599125160584, 2581.2085147090274, 2580.9558479819866, 2581.1942098788877, 2580.142031061084, 2579.9651234462444, 2578.7565299688035, 2579.4269114280896, 2580.246692227389, 2580.717137650886, 2580.582911144681, 2580.185382106421, 2578.9439991859026, 2580.144460025713, 2580.563808796879]",7239
non_saturating-n_epochs-150-epoch_step-10-lr-0.0002-d_alpha-0.6-g_alpha-1.05,7,0.8,100,64,False,150,10,0.0002,64,0.9,False,0.6,1.05,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150]","[2926.9850585978093, 2926.819736354172, 2924.0927515678063, 2928.866821949414, 2927.236632452043, 2927.5287890239056, 2928.292382176394, 2927.4631670399554, 2926.6758638698043, 2925.863255277979, 2929.8633390083673, 2931.6395039646122, 2925.1141523943315, 2925.622579010814, 2929.914782291551]",7250
